disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
HPV negative,-0.1704785,0.15313935,-0.0776237,0.119666375,-0.2102619,0.05084164,-0.347592,0.005520516,0.21835478,-0.030798752,0.12844406,0.31058002,0.17734094,-0.13523051,0.19312052,-0.10783364,0.20103893,-0.05348758,0.16596937,-0.18659133,-0.14316134,-0.056034394,0.10709253,0.19912946,-0.10517303,-0.13642088,0.07589815,-0.20253143,0.10587837,-0.3089056,-0.10300743,-0.2329296,0.013730683,0.080399126,-0.18254879,0.171672,-0.21847267,-0.11413497,-0.06733486,0.16026239,-0.015675977,-0.21959585,-0.098492555,0.21177146,-0.069693856,-0.0338508,0.24122196,-0.15462065,-0.014723193,-0.31128192,-0.074844964,-0.09595919,-0.08391344,-0.084493585,-0.2188981,0.2443469,-0.06730525,0.03917184,0.12987395,-0.029975973,0.18900533,-0.11107379,-0.070809096,0.2372132,-0.096275106,0.2408407,-0.25919095,0.07990067,0.0017660476,-0.17986642,0.065825514,0.0092035225,0.033640373,-0.12007742,-0.19818461,0.2688405,-0.30167282,0.21771161,0.07826211,-0.13666256,0.16280806,-0.14874893,-0.030436186,0.20823886,-0.008669968,-0.09644241,0.0057696654,-0.0013135637,0.22307594,0.08318042,-0.08486572,0.23959084,0.31343982,-0.17100263,0.28543374,-0.2906719,-0.10277057,0.08318139,0.037993208,0.048372254,0.055581108,-0.02983473,-0.10631507,0.15604338,0.15803519,0.015658384,-0.10815797,-0.09624639,0.041726884,0.13200632,0.046411563,0.12797399,-0.34009245,-0.061041366,-0.18647958,0.15823704,-0.0598181,-0.2527405,0.09594736,-0.16102536,-0.012500879,0.16221926,-0.025702043,-0.12058136,0.09494271,-0.021371862,-0.013691465,0.06590861
prostate adenocarcinoma,-0.5123914,0.46337578,-0.23530017,0.35876682,-0.6354972,0.15124118,-1.0498976,0.018101428,0.6569508,-0.09114748,0.38901347,0.93428123,0.5328043,-0.40623125,0.58387446,-0.32695976,0.60845894,-0.15934756,0.49780688,-0.5603118,-0.43016067,-0.17057163,0.320353,0.5979268,-0.31899986,-0.41263512,0.23068953,-0.60894525,0.3215425,-0.9291996,-0.3121236,-0.7003518,0.039892815,0.24451421,-0.55135196,0.51870024,-0.65716505,-0.3423174,-0.20104347,0.48475242,-0.049638186,-0.663345,-0.29561433,0.6359157,-0.20819029,-0.1040668,0.7248683,-0.4635224,-0.04310336,-0.9401589,-0.22701026,-0.28689322,-0.25503328,-0.25274554,-0.66178817,0.7388296,-0.20457749,0.11618594,0.38991117,-0.087791376,0.5720717,-0.3372366,-0.21566497,0.7166449,-0.2884975,0.7275468,-0.7798099,0.24291383,0.007116618,-0.5440014,0.19693097,0.025925284,0.099348955,-0.36410445,-0.5989722,0.8088082,-0.9067663,0.65820616,0.23421684,-0.4106399,0.49282458,-0.45063883,-0.09015714,0.62607926,-0.024433251,-0.29223642,0.015924187,-0.002510235,0.67051005,0.24885304,-0.25383583,0.7205035,0.9468285,-0.5177291,0.863219,-0.87824947,-0.3116511,0.24863985,0.11217143,0.14722185,0.16970022,-0.08791819,-0.31834358,0.46889362,0.47850287,0.045965232,-0.32796007,-0.29171237,0.12871756,0.39966127,0.13838655,0.38420463,-1.023463,-0.18234405,-0.5601227,0.479143,-0.17814817,-0.7597936,0.2910406,-0.4874323,-0.039635334,0.49098486,-0.075683735,-0.3613941,0.2878824,-0.066430405,-0.043355927,0.20134783
chordoma,-0.6821036,0.621482,-0.31892765,0.47930124,-0.8522305,0.20213965,-1.4039451,0.027711092,0.8739289,-0.11960194,0.5215959,1.2485487,0.71094316,-0.5397292,0.78285277,-0.43828925,0.81173587,-0.21195528,0.6681535,-0.74974364,-0.5715514,-0.23032632,0.43075874,0.80112064,-0.42722583,-0.55552506,0.30937123,-0.8116561,0.4284333,-1.2421125,-0.42015678,-0.9352194,0.05016293,0.32666603,-0.742892,0.6987543,-0.8752693,-0.4558488,-0.26806992,0.6505756,-0.06474596,-0.891074,-0.39093408,0.85282296,-0.27751398,-0.13949198,0.97066134,-0.6226863,-0.053019993,-1.2588985,-0.3074361,-0.3855262,-0.34089342,-0.33733124,-0.88594675,0.98713744,-0.2756399,0.15448356,0.5186894,-0.120176055,0.7637123,-0.44920036,-0.28768882,0.96127135,-0.38398448,0.9759623,-1.0396304,0.32510772,0.010937167,-0.7292392,0.26023683,0.033417933,0.13293673,-0.48633108,-0.8039601,1.0791452,-1.2157254,0.8809972,0.31121808,-0.54495275,0.65925145,-0.60187185,-0.11790124,0.83480906,-0.03063086,-0.39381033,0.017773706,7.473212e-05,0.89614326,0.3317284,-0.3389853,0.9615959,1.2669076,-0.6914061,1.150444,-1.174675,-0.4178449,0.3326627,0.15150933,0.20072164,0.22649315,-0.11712897,-0.42608628,0.6238914,0.63896215,0.056812808,-0.43948218,-0.3928354,0.16704446,0.53642565,0.18193443,0.5111062,-1.3669202,-0.24155253,-0.7489496,0.6403182,-0.23868586,-1.0162997,0.39066455,-0.65226525,-0.053670786,0.65704,-0.09971022,-0.48333478,0.38717133,-0.08902933,-0.05782774,0.2660081
uterine corpus endometrial carcinoma,-0.3690657,0.3335307,-0.16946925,0.25863752,-0.4575319,0.10921821,-0.75577134,0.013000589,0.4730507,-0.065764464,0.27994755,0.6730629,0.38388386,-0.29258764,0.4203286,-0.23523702,0.43773037,-0.11496831,0.3589847,-0.40384248,-0.30980527,-0.122699216,0.2311883,0.43101436,-0.22947004,-0.29713416,0.16588901,-0.4386332,0.23113918,-0.6694253,-0.2246856,-0.50456125,0.028791554,0.1757617,-0.3971749,0.37363043,-0.47329336,-0.24667464,-0.14502713,0.34896272,-0.035322435,-0.47770813,-0.21285677,0.4584478,-0.15016624,-0.07466558,0.5224173,-0.33432546,-0.030986985,-0.6768769,-0.16347137,-0.20705745,-0.18334116,-0.18226752,-0.4763559,0.53169715,-0.14717494,0.08391355,0.28088865,-0.063737735,0.41157356,-0.24242333,-0.15495378,0.516011,-0.20793183,0.5238665,-0.56163657,0.17465498,0.004924432,-0.39159656,0.14189057,0.018884856,0.07186189,-0.261857,-0.43126988,0.58258235,-0.6535482,0.47375792,0.16882588,-0.29570612,0.3546183,-0.32416907,-0.0650292,0.45098525,-0.017744958,-0.210374,0.011499209,-0.0018528302,0.48313615,0.17943318,-0.18306771,0.5190251,0.6816113,-0.37246564,0.6210431,-0.6321774,-0.22421657,0.1793721,0.081197985,0.10601288,0.121871755,-0.063582584,-0.22958747,0.33773893,0.34422997,0.033051927,-0.2359462,-0.20997797,0.09199716,0.2876623,0.09972453,0.27678767,-0.73721933,-0.13144493,-0.4036752,0.3447146,-0.1286282,-0.5474896,0.20939822,-0.3507564,-0.028289692,0.35330883,-0.05469571,-0.2605624,0.20717981,-0.04754507,-0.030905593,0.14445186
large cell neuroendocrine cancer,-0.96338767,0.87239057,-0.4430203,0.6740702,-1.1961384,0.2836395,-1.9760078,0.034540012,1.235498,-0.17080371,0.73256,1.7567348,1.0015943,-0.76374876,1.0990542,-0.61588293,1.1458216,-0.29897052,0.93524903,-1.053064,-0.8087774,-0.32149896,0.60144305,1.1237034,-0.600947,-0.7766945,0.434773,-1.1449809,0.60603243,-1.7471522,-0.5877718,-1.3167653,0.07453419,0.46096125,-1.0374095,0.9760889,-1.2358085,-0.64328,-0.37737828,0.91253346,-0.09453282,-1.2483206,-0.5557454,1.1950928,-0.39085242,-0.1966678,1.3625494,-0.8706967,-0.08071949,-1.7693727,-0.42749062,-0.5385728,-0.48069417,-0.47462273,-1.2457771,1.390948,-0.38549381,0.21777843,0.7329245,-0.16387016,1.0772874,-0.6355764,-0.40673578,1.3487306,-0.54205287,1.3692118,-1.4664571,0.457884,0.014110165,-1.0241103,0.36995283,0.048035573,0.18598342,-0.6859171,-1.1273392,1.5209469,-1.7044991,1.2390312,0.43995753,-0.7720984,0.9280102,-0.848787,-0.16902038,1.1771562,-0.045304727,-0.55027425,0.029455863,-0.004242182,1.2605375,0.46735013,-0.4766461,1.3547248,1.782033,-0.97500575,1.6253223,-1.6530592,-0.5870578,0.46679327,0.2098846,0.27740723,0.32022804,-0.16450477,-0.59789294,0.88157415,0.9011435,0.08614043,-0.61778295,-0.54934067,0.2436735,0.75252783,0.25980443,0.7222045,-1.9246627,-0.34239376,-1.0528291,0.90233773,-0.33413836,-1.4283983,0.5482417,-0.91785485,-0.075399876,0.9244949,-0.14165013,-0.6789183,0.54221416,-0.12583765,-0.08248958,0.38012862
Luminal,-0.44056174,0.39879367,-0.20294535,0.30879408,-0.54696554,0.13028939,-0.90313643,0.015933616,0.5647187,-0.078268185,0.33473712,0.8039289,0.458371,-0.34914473,0.5024994,-0.28128672,0.52301186,-0.13712706,0.42890117,-0.48237056,-0.3697099,-0.1469299,0.27619678,0.5149012,-0.27437818,-0.35544145,0.19844277,-0.52370244,0.27620274,-0.7996123,-0.26878548,-0.6025574,0.034006905,0.21012464,-0.47508895,0.44689798,-0.56504774,-0.29442573,-0.17304854,0.41726908,-0.0422438,-0.57118446,-0.25384286,0.5477104,-0.17917426,-0.08939168,0.6240804,-0.39946303,-0.03655877,-0.80897766,-0.19574007,-0.2473226,-0.21922505,-0.21755527,-0.5693559,0.635351,-0.17616445,0.10000781,0.33524475,-0.076175205,0.49180657,-0.289674,-0.18524502,0.61687034,-0.24811633,0.6262764,-0.6706484,0.20883752,0.006168585,-0.46813118,0.16912805,0.022286097,0.08567325,-0.31300855,-0.51563865,0.695695,-0.7808786,0.56626594,0.2013907,-0.35284457,0.42386636,-0.3874029,-0.07733795,0.5384967,-0.02088771,-0.25173977,0.013345802,-0.0018005681,0.57700926,0.21414538,-0.21852365,0.61982113,0.8145697,-0.4451117,0.7418949,-0.7555003,-0.26812923,0.21415615,0.09695376,0.12708169,0.14574578,-0.07577944,-0.2741593,0.40312412,0.41138482,0.0389976,-0.28212598,-0.25123727,0.10976487,0.34398687,0.11876629,0.33032712,-0.8805028,-0.15671746,-0.48209506,0.41200107,-0.15355653,-0.6539535,0.25045475,-0.41925132,-0.034015108,0.422334,-0.065068446,-0.31115675,0.24785289,-0.05700937,-0.037091754,0.17251909
skin cutaneous melanoma,-0.63362837,0.57291996,-0.2906084,0.44334444,-0.78564864,0.18672962,-1.2983146,0.022188948,0.8125454,-0.11270781,0.4810444,1.1549097,0.65865666,-0.5024424,0.72187036,-0.40437502,0.7528087,-0.19687241,0.61484003,-0.6923849,-0.53204846,-0.21085702,0.39546698,0.7387458,-0.39458632,-0.5099272,0.2853654,-0.7529464,0.3980359,-1.1485832,-0.38580462,-0.86577606,0.04947385,0.30263376,-0.68117434,0.6408843,-0.8126818,-0.423195,-0.24838166,0.5992761,-0.061881814,-0.8198614,-0.36579263,0.7856036,-0.25723752,-0.12890233,0.895723,-0.5724012,-0.053626515,-1.1624165,-0.28042033,-0.35416952,-0.31560466,-0.3122843,-0.8183516,0.9138479,-0.25292084,0.14349137,0.48214808,-0.107877776,0.70773554,-0.41746676,-0.267016,0.88590366,-0.35665277,0.89936274,-0.9642554,0.30057874,0.008878787,-0.6726222,0.24362029,0.031952098,0.122543916,-0.4505052,-0.74040854,1.0000168,-1.120359,0.8139333,0.28956386,-0.5079737,0.60955226,-0.55753464,-0.11154561,0.7740855,-0.030203998,-0.3611672,0.019875422,-0.0032915915,0.8287725,0.30752486,-0.31360605,0.89075917,1.1707876,-0.64049727,1.068045,-1.0860599,-0.38543734,0.3070946,0.13818955,0.18178071,0.21015026,-0.108467005,-0.39324525,0.57985914,0.5919765,0.05718017,-0.40563086,-0.36056224,0.16009888,0.49413362,0.17123371,0.47509483,-1.2653047,-0.22546725,-0.69224244,0.5927188,-0.21990168,-0.9390504,0.3599052,-0.6028622,-0.04919394,0.60723925,-0.09349467,-0.4465098,0.35590175,-0.08237749,-0.05390064,0.24966235
lymphoma,-0.23497213,0.21203752,-0.10786027,0.16493902,-0.2909959,0.0698794,-0.4805679,0.0082050515,0.30101687,-0.042041834,0.17789383,0.4286582,0.24454777,-0.18625554,0.2672911,-0.14940377,0.27798638,-0.07346013,0.22908257,-0.25744662,-0.1971992,-0.07790636,0.14773987,0.27483672,-0.14569923,-0.18905567,0.105265595,-0.27928278,0.14654504,-0.4263719,-0.14284472,-0.32136184,0.018414963,0.11142052,-0.2528971,0.23785263,-0.3012549,-0.15720029,-0.09261657,0.22190823,-0.021921886,-0.30398872,-0.13544165,0.2923664,-0.09587184,-0.04714894,0.33297944,-0.21342628,-0.019689588,-0.4305138,-0.10399972,-0.13233207,-0.11627515,-0.11632873,-0.30283892,0.3378844,-0.093467526,0.053706396,0.17889594,-0.041221596,0.26140064,-0.1537077,-0.09814471,0.3282618,-0.13254137,0.3332768,-0.35752183,0.11076903,0.0028816788,-0.24896856,0.09039285,0.012284637,0.04612583,-0.16620736,-0.27434233,0.3709075,-0.41660446,0.30118206,0.10764203,-0.1881864,0.2252998,-0.20582262,-0.04152598,0.28717592,-0.011493265,-0.13377842,0.0073889797,-0.0012462377,0.307802,0.114489146,-0.1168558,0.3305228,0.4334398,-0.23654991,0.39445958,-0.40194434,-0.14240296,0.11456545,0.052216962,0.06742832,0.077120885,-0.040824786,-0.14653976,0.21502858,0.21861115,0.020987699,-0.14984243,-0.13349465,0.05768556,0.18285458,0.06356569,0.17628062,-0.46938762,-0.083829634,-0.2572707,0.21894217,-0.08230348,-0.34883016,0.13300419,-0.2228558,-0.0176716,0.22449696,-0.03505809,-0.16622639,0.13166113,-0.029891215,-0.01926326,0.09122001
B cell lymphoma of MALT type,-0.17305726,0.15544976,-0.07877418,0.121454574,-0.21342602,0.051588524,-0.35284898,0.0055894735,0.22167046,-0.031267628,0.13038544,0.31525078,0.18000942,-0.13728003,0.19603011,-0.10946636,0.20410286,-0.054287393,0.16843103,-0.18938279,-0.14533268,-0.056878112,0.10866655,0.20209967,-0.10677051,-0.13846278,0.07705357,-0.20558868,0.10750401,-0.31354848,-0.104550995,-0.23643272,0.013947688,0.0816297,-0.18526866,0.1742291,-0.22177745,-0.115855314,-0.06833859,0.16267587,-0.015943065,-0.22288676,-0.09999801,0.21492094,-0.07073346,-0.03437509,0.24482712,-0.15690771,-0.014970752,-0.31597504,-0.075955965,-0.097368665,-0.08519906,-0.08575526,-0.22220525,0.24805392,-0.06832054,0.039750364,0.13183829,-0.03038546,0.19188249,-0.11278005,-0.07189958,0.240779,-0.09772235,0.24446133,-0.26310912,0.08111814,0.0017997407,-0.18257666,0.066826,0.009333365,0.034126576,-0.12191228,-0.20116273,0.27289447,-0.3061732,0.22100466,0.07944037,-0.1387417,0.16527732,-0.15101303,-0.03090032,0.21138187,-0.008800606,-0.09788865,0.0058719884,-0.001345202,0.22642255,0.08442621,-0.08613135,0.24320185,0.31817338,-0.17360577,0.28978744,-0.29506984,-0.10432757,0.08441639,0.03853532,0.049083635,0.056440383,-0.030271798,-0.10789617,0.15840411,0.16044348,0.015917663,-0.10979715,-0.09769089,0.04242188,0.13399538,0.047121342,0.12990706,-0.3452141,-0.061963677,-0.18927035,0.16064419,-0.060699157,-0.2565279,0.097398505,-0.16346413,-0.012701216,0.16467899,-0.026084118,-0.12238153,0.09637205,-0.021712273,-0.013917796,0.06694732
HER2+,-1.2082707,1.0959142,-0.5576832,0.84591377,-1.5025227,0.35588512,-2.4807649,0.04463696,1.5493902,-0.21354179,0.9202302,2.2049503,1.2567295,-0.95750624,1.3805379,-0.7736511,1.4379578,-0.37481162,1.1747344,-1.3219961,-1.0139819,-0.40447035,0.75565034,1.41102,-0.7547643,-0.9763913,0.54623663,-1.4363756,0.7604418,-2.1930377,-0.7389073,-1.6524549,0.092394605,0.5787209,-1.3042897,1.2271537,-1.5501152,-0.80679643,-0.473353,1.1464726,-0.11829208,-1.5685501,-0.696111,1.5009282,-0.49023056,-0.24714266,1.7107872,-1.0938214,-0.0996968,-2.2219062,-0.5380521,-0.67656416,-0.6035537,-0.5954731,-1.564372,1.7460265,-0.4847537,0.2729562,0.91907096,-0.20647047,1.3521243,-0.7974591,-0.510522,1.694253,-0.67974436,1.7199992,-1.8397825,0.57504237,0.018321205,-1.286359,0.463276,0.059747767,0.23335671,-0.8610501,-1.4163408,1.908424,-2.140653,1.5558536,0.5515226,-0.967783,1.1652191,-1.065448,-0.21117947,1.476852,-0.056072082,-0.69192123,0.03569761,-0.004071128,1.582137,0.58621776,-0.5980798,1.6999314,2.237506,-1.2238457,2.0392754,-2.0754302,-0.7374686,0.5859126,0.26382625,0.3496374,0.4020088,-0.20622732,-0.7505577,1.1055486,1.131118,0.106490344,-0.77598935,-0.69065994,0.30441225,0.9454855,0.32499766,0.9056246,-2.4154725,-0.4289488,-1.3215169,1.1327856,-0.41947207,-1.7931107,0.68886745,-1.1525352,-0.095018156,1.1608845,-0.17719303,-0.8521737,0.6815399,-0.15818435,-0.10365263,0.47629893
tubulovillous adenoma,-0.44213536,0.4015568,-0.20541346,0.31050816,-0.55077654,0.13111405,-0.90814245,0.017095592,0.56648505,-0.07803925,0.33699313,0.80831844,0.46056116,-0.35007286,0.50593805,-0.28313735,0.52523637,-0.1376221,0.43226206,-0.48536023,-0.370691,-0.14839536,0.2786674,0.5184396,-0.2760426,-0.3585897,0.1997474,-0.5258973,0.27715787,-0.80409425,-0.271144,-0.6056472,0.033244595,0.21111935,-0.4795445,0.4510551,-0.5671908,-0.29555547,-0.17387776,0.42030495,-0.041842815,-0.5756664,-0.2539266,0.55175644,-0.18000488,-0.08990904,0.62817526,-0.40278536,-0.035312355,-0.81402886,-0.1980397,-0.24947321,-0.22030139,-0.21867462,-0.5728131,0.6385691,-0.17773984,0.100397326,0.33633953,-0.07763913,0.49406457,-0.29062924,-0.18595967,0.6212534,-0.24903816,0.63074124,-0.67348945,0.21002233,0.006560155,-0.47129124,0.16916424,0.022114605,0.08630677,-0.31447425,-0.51945585,0.6989452,-0.78646946,0.5696348,0.20198134,-0.35355568,0.42624167,-0.3892607,-0.076996125,0.54084224,-0.020431988,-0.25405934,0.012338357,-0.00077562395,0.5802361,0.21511014,-0.21971484,0.6228021,0.81935,-0.44722307,0.7447011,-0.7597503,-0.26990843,0.21552843,0.09810801,0.12899165,0.14632139,-0.076158725,-0.2759474,0.40447506,0.41330317,0.03777144,-0.28393126,-0.25346965,0.108563416,0.34649807,0.11849999,0.3314249,-0.8850424,-0.1569493,-0.48492828,0.41408792,-0.15467583,-0.65786844,0.25225896,-0.42168668,-0.03432592,0.42477265,-0.06504785,-0.3130394,0.24988756,-0.057277486,-0.037140757,0.1723176
triple negative,-0.32745522,0.29586434,-0.15039349,0.22956783,-0.40588835,0.09700617,-0.6704137,0.011530536,0.41967455,-0.058406096,0.24830335,0.5972618,0.3406586,-0.2595752,0.37287274,-0.20861524,0.38816217,-0.10209812,0.3187172,-0.35845143,-0.27484968,-0.10882628,0.2053211,0.38259342,-0.2034909,-0.26364425,0.14709824,-0.38918912,0.20487715,-0.594047,-0.19930786,-0.4477279,0.02555063,0.15579045,-0.35246897,0.33154005,-0.4199044,-0.2189185,-0.12876876,0.30957705,-0.031141449,-0.42385006,-0.18881688,0.4069447,-0.13331869,-0.06612559,0.46367264,-0.29685235,-0.027465895,-0.6004678,-0.1450488,-0.18388622,-0.1625457,-0.16181703,-0.42253587,0.47156915,-0.13053747,0.0745312,0.24924201,-0.056780048,0.36497986,-0.21488413,-0.13732047,0.45779184,-0.18452814,0.46477455,-0.49831754,0.15482642,0.004308531,-0.34735537,0.12589039,0.01681929,0.063871704,-0.23219629,-0.38261667,0.5169068,-0.58008486,0.42024305,0.14983234,-0.26233214,0.31450596,-0.28744248,-0.057720754,0.40017214,-0.015792072,-0.18664652,0.010212127,-0.0016378748,0.42874393,0.15929054,-0.16253315,0.46055526,0.60463333,-0.33029935,0.55073136,-0.56077576,-0.19884749,0.15928106,0.072228976,0.09406374,0.10798456,-0.0565323,-0.20383681,0.299655,0.30526745,0.02927743,-0.20924067,-0.1862769,0.08133147,0.25516358,0.08849189,0.24558966,-0.65413433,-0.11666267,-0.3582551,0.30570418,-0.11427594,-0.48587143,0.18571383,-0.31107625,-0.024998283,0.31336433,-0.04859288,-0.23131488,0.18377154,-0.042080317,-0.027294926,0.12790653
Burkitt's lymphoma,-0.25631493,0.2320966,-0.11860798,0.18018398,-0.31850398,0.07633633,-0.52532893,0.009564878,0.32826254,-0.045544237,0.19470821,0.4683795,0.26702425,-0.20300719,0.29253548,-0.16352022,0.3036005,-0.08007113,0.2507493,-0.281434,-0.21493822,-0.085542955,0.16182621,0.300615,-0.15940031,-0.2072725,0.1152348,-0.3048209,0.1599888,-0.46593675,-0.15662491,-0.35102746,0.0195895,0.121790394,-0.2773515,0.26084638,-0.32870397,-0.1714846,-0.101073995,0.24296439,-0.023753436,-0.3329567,-0.14731844,0.31993183,-0.10461792,-0.051633213,0.3641409,-0.23369619,-0.0207441,-0.47089115,-0.1143297,-0.1449127,-0.12710595,-0.1270104,-0.33122322,0.3692415,-0.10252599,0.058533054,0.19507457,-0.045452658,0.28557014,-0.16778131,-0.10721233,0.35932085,-0.14456071,0.36481443,-0.3902504,0.121171825,0.0034054066,-0.27247134,0.0982827,0.013200589,0.050400782,-0.18161683,-0.30038553,0.4050114,-0.45583382,0.32937527,0.117311485,-0.20500253,0.24634525,-0.22491173,-0.044933572,0.313477,-0.0122027155,-0.1467363,0.0074738576,-0.0007857547,0.33633932,0.12493519,-0.12761788,0.3609403,0.47394738,-0.25846136,0.43060297,-0.43942466,-0.15586667,0.12521046,0.05726908,0.07435566,0.08427079,-0.04450786,-0.16019684,0.2345114,0.23884484,0.02216984,-0.16397586,-0.14638829,0.062281515,0.20022751,0.068948254,0.19223356,-0.51277,-0.09123187,-0.28117454,0.23929027,-0.08998761,-0.3813037,0.14565328,-0.24371684,-0.019462,0.24549982,-0.038048178,-0.18166003,0.14430067,-0.032734346,-0.021069165,0.09924669
Gastric lymphoma,-0.15281738,0.13717896,-0.069563,0.10734423,-0.1883846,0.045671143,-0.3114004,0.004922657,0.19568928,-0.027659262,0.11503528,0.27843708,0.15900649,-0.12121574,0.17301463,-0.09655438,0.18001002,-0.04802121,0.14891669,-0.16734926,-0.12831971,-0.050163917,0.096147306,0.17861232,-0.09416072,-0.122244045,0.06793208,-0.18155363,0.09473516,-0.27694398,-0.09227084,-0.20882958,0.012336862,0.07193195,-0.16363122,0.15386719,-0.19581762,-0.102353334,-0.060438618,0.143576,-0.01389356,-0.19679044,-0.088271216,0.18996115,-0.062548704,-0.030232407,0.21632886,-0.1387558,-0.013193472,-0.2789001,-0.06706118,-0.08615596,-0.07508952,-0.07581965,-0.19608809,0.21884912,-0.06026089,0.03519412,0.116437785,-0.027047316,0.16924153,-0.09938628,-0.06332819,0.21255201,-0.08634646,0.21580698,-0.23232162,0.07149938,0.0015086363,-0.16112621,0.059025295,0.008326246,0.03026049,-0.10749071,-0.17757663,0.24098472,-0.2705519,0.19502354,0.07019966,-0.12248465,0.14580199,-0.13317572,-0.027321719,0.18667713,-0.007830344,-0.0863981,0.0051963646,-0.0012018685,0.20001873,0.07463313,-0.07615795,0.2147876,0.28081092,-0.15311736,0.25559554,-0.26039627,-0.09202024,0.07466483,0.034201395,0.043334812,0.04968856,-0.02684119,-0.09540209,0.13987848,0.14150411,0.0140275,-0.09684173,-0.08621393,0.037159134,0.11824156,0.041628078,0.11473375,-0.30485955,-0.054760095,-0.16723095,0.14169085,-0.053734735,-0.22662398,0.08591365,-0.14420822,-0.011108107,0.14528249,-0.023107875,-0.10818066,0.08503155,-0.019048998,-0.012155585,0.058871992
astrocytoma,-0.4332784,0.39091986,-0.19793932,0.3031369,-0.5361747,0.12783282,-0.88650405,0.014637396,0.55559,-0.07743395,0.3281907,0.78920203,0.45027772,-0.34368995,0.49263695,-0.2758364,0.51401496,-0.13484655,0.4201032,-0.4731981,-0.36392653,-0.14359598,0.27026156,0.50479376,-0.26918173,-0.34777805,0.19457348,-0.514746,0.2716638,-0.78485364,-0.26303986,-0.59172815,0.03428379,0.20642382,-0.46462944,0.43712172,-0.5555985,-0.28947762,-0.16999763,0.4088933,-0.04206383,-0.5594447,-0.2504176,0.536727,-0.17604887,-0.08772429,0.612022,-0.3910923,-0.03722368,-0.7935662,-0.19099846,-0.24207862,-0.21529095,-0.21364057,-0.55859977,0.6239431,-0.17233811,0.098351814,0.329793,-0.07381103,0.48318976,-0.28495213,-0.18212554,0.60462064,-0.24400465,0.6138125,-0.659121,0.20498067,0.0056910445,-0.45900565,0.16688293,0.022185065,0.08398231,-0.3074642,-0.505246,0.6834868,-0.7653463,0.5556065,0.19819711,-0.34752163,0.41603458,-0.38055515,-0.07664883,0.5291824,-0.021051884,-0.24621695,0.014100397,-0.002752925,0.56639796,0.21041583,-0.21453047,0.6088405,0.79933864,-0.4372438,0.7294564,-0.741515,-0.26290867,0.2100468,0.094597235,0.12362099,0.14327016,-0.074419305,-0.26887524,0.39655125,0.4041267,0.039639484,-0.27670422,-0.24581419,0.10938944,0.3370881,0.11745093,0.3249604,-0.8646437,-0.1544404,-0.473113,0.40458313,-0.15047657,-0.64167756,0.245443,-0.41144243,-0.03326313,0.41444632,-0.064245954,-0.3052825,0.2426627,-0.0559701,-0.03653445,0.17042695
aryngeal squamous cell carcinoma,-0.25782213,0.23322186,-0.118986286,0.18112409,-0.32003883,0.076709546,-0.52810204,0.009417392,0.33024517,-0.04590622,0.19566418,0.47085363,0.26849023,-0.20425756,0.29395798,-0.16433129,0.30533144,-0.08053891,0.25187817,-0.28285223,-0.21626395,-0.08587835,0.16249372,0.3020638,-0.1602189,-0.20814936,0.11581133,-0.30655235,0.16094361,-0.4683763,-0.15728903,-0.3529154,0.019865353,0.12246753,-0.27847537,0.261906,-0.33061355,-0.17247759,-0.10162456,0.24411519,-0.024002124,-0.3344669,-0.14833772,0.3214165,-0.10519225,-0.051906046,0.36593166,-0.23471163,-0.021123845,-0.473268,-0.114708,-0.1455196,-0.12780993,-0.12769002,-0.33291486,0.37124774,-0.10296096,0.0588637,0.19624074,-0.045489937,0.2871673,-0.16879186,-0.107840635,0.36103565,-0.1453987,0.36655432,-0.3924666,0.12180759,0.0033645825,-0.27380204,0.098962195,0.013316598,0.05062726,-0.18263327,-0.30179247,0.40725031,-0.45798934,0.33107427,0.11802095,-0.20631114,0.24764328,-0.22615387,-0.04530889,0.31524417,-0.012368216,-0.14734313,0.0077137626,-0.000977937,0.3380964,0.12563007,-0.12828778,0.36292228,0.47639698,-0.25989535,0.43312192,-0.44173464,-0.15663843,0.12582992,0.057449475,0.07452409,0.08476426,-0.044745743,-0.16098393,0.23590574,0.24017878,0.022552205,-0.16479897,-0.14700761,0.06296125,0.20117296,0.06948017,0.19337587,-0.51552707,-0.09182615,-0.28261504,0.24059491,-0.09040698,-0.38324896,0.14634821,-0.24498254,-0.019547604,0.2467818,-0.03831331,-0.18258251,0.14494224,-0.03292483,-0.02121675,0.09999186
