disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
B cell lymphoma of MALT type cancer,-1.2909069,-0.8321071,-0.2007011,2.020722,-0.4094987,-0.8644871,-1.3167571,1.074521,0.681679,0.08931176,-0.80789816,-0.035059612,-1.8769684,-1.1020468,1.2364194,0.3083264,-1.3940858,0.2810461,0.58438796,-1.1611768,0.28426334,1.0014904,0.7876748,1.3643563,0.7400344,-1.4941301,0.29400837,0.033174925,-1.2913682,0.2360958,-1.7496287,0.041298006,-1.6105047,-1.4924278,0.96079105,1.9198937,-0.9693214,0.9743279,0.06386486,0.45789,0.1954044,0.8802003,-1.235877,-1.002424,0.6884615,-0.7966458,0.6094959,-0.44101745,-1.1777959,-0.8353044,-0.49765247,-0.15580502,-1.3572029,0.9508029,1.9987534,1.3468677,-2.1958685,0.559938,1.3741021,-0.9314374,0.9634237,0.27684376,0.50966203,-0.5227989,1.0864582,1.2561145,1.7278951,-1.2197703,-0.24747778,-1.6538509,-1.4962915,0.650366,-0.43955076,-1.7386,-1.1034251,1.787516,0.038157668,-0.43193495,1.008029,1.648578,0.4278191,0.97132754,-0.4072396,-1.3178259,1.7550256,1.2632223,1.2892494,0.9624596,0.12917086,-1.5663204,1.7903268,-1.2048367,0.43625507,-0.1049267,0.29313898,-0.78436685,0.43032366,0.49150878,1.8184947,-0.4879785,-0.052409925,0.99769217,-1.2833254,-0.79549664,0.9549374,-0.12385407,1.360002,-0.17459558,1.7425267,1.4710169,1.4907726,1.4412196,-1.6518186,-0.61261964,0.7353985,-0.44613326,-0.02610108,-1.206343,-1.1689837,-0.07313856,-0.61675394,0.38072923,-0.18641248,2.2211452,0.06775293,0.89014834,-0.9988051,-1.9020038
colonic adenomas cancer,-0.7938128,-0.5117109,-0.12666263,1.2381561,-0.2545558,-0.5328271,-0.8075939,0.6602878,0.420324,0.05171951,-0.49772662,-0.025407799,-1.1507388,-0.676951,0.758672,0.18530124,-0.8553307,0.175702,0.35100257,-0.7119242,0.17066906,0.61622137,0.48494768,0.8381321,0.4554695,-0.9162074,0.18311283,0.024757277,-0.7861303,0.13990009,-1.0726393,0.027934205,-0.98848265,-0.9153132,0.5917408,1.1772255,-0.5959341,0.5901733,0.0346679,0.28348112,0.11666836,0.54192805,-0.7582246,-0.6169526,0.4248565,-0.49035838,0.37636897,-0.26616368,-0.72442997,-0.5141501,-0.30750728,-0.093110226,-0.8316552,0.5840594,1.2251176,0.82642823,-1.347316,0.33715895,0.84250957,-0.57295567,0.5922001,0.17275041,0.31536603,-0.32297224,0.6676671,0.7703731,1.059942,-0.75038767,-0.15533963,-1.0139049,-0.91883564,0.4004647,-0.27272502,-1.06557,-0.6776755,1.095378,0.026971772,-0.26749277,0.61136377,1.0109322,0.25796488,0.5973382,-0.2531752,-0.80792624,1.0751855,0.77564293,0.7917059,0.59290206,0.075614065,-0.9624318,1.0983064,-0.7402228,0.26381803,-0.060222387,0.17630383,-0.48392576,0.2665093,0.30422202,1.1159704,-0.3011686,-0.03598618,0.6131993,-0.786195,-0.48260647,0.58809125,-0.07233559,0.835404,-0.111283734,1.069628,0.90498,0.91612273,0.88440573,-1.0128605,-0.3784544,0.4527007,-0.27629,-0.020232596,-0.74160314,-0.7192765,-0.04147599,-0.38096732,0.22850986,-0.10914798,1.360959,0.03802164,0.5488373,-0.61415476,-1.1646959
colorectal adenoma cancer,-1.6311074,-1.050032,-0.25169355,2.553818,-0.5158819,-1.0901997,-1.6630785,1.3568901,0.8597227,0.11547559,-1.0191071,-0.042447753,-2.3721337,-1.3915844,1.5615591,0.39238355,-1.7611246,0.35336167,0.74080205,-1.466133,0.3620763,1.2647427,0.9939453,1.7238085,0.933569,-1.8874375,0.36943558,0.04003957,-1.6357125,0.30080396,-2.2100153,0.04945371,-2.0351315,-1.8854717,1.2125998,2.4263422,-1.2233673,1.2344495,0.082910314,0.5768556,0.24967432,1.1111963,-1.56273,-1.2657946,0.86855435,-1.0053368,0.76874596,-0.56018573,-1.4877431,-1.0541832,-0.626971,-0.19846909,-1.7141247,1.200147,2.5261934,1.7013811,-2.7760243,0.7102681,1.7355822,-1.1758904,1.2160959,0.3478119,0.64251995,-0.65878904,1.3720146,1.5863315,2.1834977,-1.5406735,-0.31087098,-2.0896027,-1.8898497,0.82003456,-0.55385554,-2.1968715,-1.3933557,2.2587326,0.045966446,-0.54376394,1.277266,2.0826051,0.5435358,1.2263144,-0.5130286,-1.6642492,2.2175574,1.5954834,1.6286088,1.215569,0.16572332,-1.978961,2.2626543,-1.5217869,0.5545063,-0.13496578,0.37339526,-0.98989236,0.54186827,0.61954015,2.2984424,-0.61463195,-0.0640685,1.2596602,-1.6205437,-1.0071924,1.2058686,-0.15892734,1.71796,-0.21890326,2.2022958,1.8593378,1.8831308,1.8207401,-2.0871468,-0.77255446,0.9276423,-0.5616547,-0.03097254,-1.5226328,-1.4756336,-0.094892144,-0.777985,0.48383933,-0.23782712,2.8074687,0.087954305,1.1225076,-1.2608038,-2.4033518
"Luminal B,triple negative cancer",-0.48360536,-0.3153186,-0.07960912,0.7563262,-0.15695874,-0.32919988,-0.49549317,0.40474904,0.25939557,0.027108906,-0.306976,-0.017320573,-0.7024181,-0.41533294,0.46533296,0.10889414,-0.523537,0.10938166,0.21408437,-0.43816507,0.0995936,0.37689516,0.29843068,0.5115496,0.28109303,-0.5613836,0.11514213,0.01659302,-0.47460645,0.08283901,-0.6578946,0.022205465,-0.603141,-0.5602296,0.36344555,0.71856445,-0.36685455,0.3577888,0.018914789,0.17568609,0.06651839,0.3321752,-0.46026236,-0.37755793,0.26118255,-0.30166194,0.23167318,-0.15835637,-0.442372,-0.31613767,-0.19099095,-0.054624803,-0.5109458,0.3595408,0.74766237,0.50603986,-0.8192959,0.20376264,0.51691777,-0.35157633,0.3641934,0.10850578,0.19441819,-0.20029303,0.40910566,0.47308463,0.64714146,-0.45834738,-0.0969546,-0.6203844,-0.5628009,0.24809285,-0.1682677,-0.6517227,-0.4157956,0.66995716,0.019588254,-0.16674882,0.3697091,0.6192475,0.15336238,0.36649406,-0.15610647,-0.49642977,0.6581464,0.475135,0.48424613,0.36177474,0.04245951,-0.58728504,0.66982245,-0.45297775,0.15557906,-0.033789843,0.10261147,-0.29667443,0.16577348,0.1877268,0.67979026,-0.1877417,-0.024633354,0.37634525,-0.48389158,-0.2937784,0.35950774,-0.040673323,0.51084214,-0.06919503,0.65168583,0.5492779,0.55994153,0.54101706,-0.6192912,-0.23317398,0.27952403,-0.17218995,-0.014316894,-0.45624307,-0.44159243,-0.021491937,-0.23418581,0.13633034,-0.06478883,0.83041227,0.019853238,0.33907977,-0.37740427,-0.71315354
Duke A cancer,-1.3529644,-0.86873686,-0.21075167,2.1122253,-0.42970246,-0.90271837,-1.3749696,1.1234244,0.7122487,0.09509736,-0.8439542,-0.038223673,-1.9630017,-1.1516416,1.291509,0.32333782,-1.4571574,0.2947488,0.6052419,-1.211002,0.29862285,1.0485454,0.823192,1.4283378,0.7725181,-1.5607499,0.30668253,0.036989193,-1.3508682,0.24528715,-1.8268114,0.040488247,-1.6854751,-1.559671,1.0049576,2.0080583,-1.0122049,1.0153149,0.065167636,0.47867328,0.20619746,0.9211553,-1.2954007,-1.0494503,0.72058606,-0.8325669,0.6378546,-0.4616036,-1.2335775,-0.8731182,-0.5193566,-0.16302568,-1.4159272,0.99246424,2.0902796,1.4076751,-2.300366,0.5824082,1.4346344,-0.97398055,1.0063013,0.28916088,0.5336319,-0.5458263,1.1361,1.3112158,1.807457,-1.277539,-0.25982174,-1.7282056,-1.5642781,0.67816764,-0.46071127,-1.8167819,-1.152963,1.8677514,0.039936464,-0.45068428,1.051966,1.7222661,0.44770133,1.0156054,-0.42735216,-1.3751211,1.8330536,1.3205199,1.3484894,1.0090773,0.13560376,-1.6400906,1.873525,-1.260282,0.45838177,-0.109116875,0.30846733,-0.82164884,0.44935933,0.51452905,1.9040862,-0.50830895,-0.055507496,1.0427642,-1.3378626,-0.8284559,1.0004095,-0.12982294,1.4228262,-0.18494697,1.8246583,1.5440282,1.560211,1.5068548,-1.7266806,-0.64104646,0.76761657,-0.4655436,-0.028973259,-1.25994,-1.222323,-0.07730427,-0.6458488,0.39706415,-0.19239667,2.3226018,0.07109952,0.92968684,-1.0437043,-1.9859169
anaplastic astrocytoma cancer,-1.8742038,-1.2039053,-0.2885748,2.931351,-0.592371,-1.249747,-1.9076104,1.557118,0.9858194,0.13477136,-1.168567,-0.04880455,-2.723422,-1.5965686,1.7913923,0.45225674,-2.021098,0.40533885,0.8480215,-1.6806074,0.4177782,1.4522828,1.1400913,1.9797223,1.0701921,-2.1654449,0.42269313,0.046462312,-1.8798083,0.34549388,-2.5349646,0.05392091,-2.3370836,-2.1636925,1.3914884,2.7857347,-1.4028543,1.4164958,0.09523325,0.6613232,0.2889835,1.2755573,-1.796228,-1.4533874,0.9968112,-1.1531874,0.88213044,-0.6446595,-1.7087736,-1.2093363,-0.71826154,-0.22862405,-1.965387,1.3760543,2.900309,1.952418,-3.1897974,0.81475526,1.9906809,-1.3493575,1.3947431,0.39815238,0.7372986,-0.7549107,1.5746132,1.8192521,2.5069582,-1.7695282,-0.35663387,-2.3979375,-2.1688197,0.9394089,-0.63571876,-2.521133,-1.5985469,2.59206,0.0517563,-0.62269527,1.4665886,2.3894954,0.6254978,1.4071963,-0.5891058,-1.9082952,2.5443106,1.8309455,1.869528,1.3966988,0.1917035,-2.272932,2.5984087,-1.7468635,0.63933563,-0.15566541,0.43115315,-1.1366333,0.62079674,0.7108305,2.6402404,-0.703492,-0.072975725,1.4452469,-1.8573774,-1.1551132,1.3849978,-0.18373568,1.972279,-0.25191018,2.5298035,2.1381123,2.162233,2.0898046,-2.3955252,-0.8863959,1.0633242,-0.6432155,-0.035627156,-1.7462153,-1.6932172,-0.11055383,-0.8930073,0.5560516,-0.27255517,3.2231822,0.102187455,1.2868592,-1.4463081,-2.75713
HPV negative cancer,-0.6177477,-0.40195754,-0.09954568,0.96783376,-0.19872497,-0.41886798,-0.6331769,0.5166807,0.33003268,0.037195623,-0.39081842,-0.019821081,-0.8986398,-0.5302313,0.5944968,0.14211142,-0.66914403,0.13777992,0.27750432,-0.5597302,0.13023807,0.48091686,0.3802437,0.65364426,0.35804558,-0.7176319,0.14513004,0.01871773,-0.6111364,0.108947426,-0.8409724,0.025943331,-0.77113897,-0.71622115,0.46313646,0.91921806,-0.46781248,0.4618247,0.026917938,0.22280344,0.08771431,0.4235271,-0.5891642,-0.4816372,0.33235902,-0.38443783,0.2946229,-0.2056071,-0.5647577,-0.40292338,-0.24241051,-0.0715755,-0.65313256,0.4587269,0.95669967,0.6467036,-1.0483572,0.2641643,0.66067994,-0.4484311,0.46455386,0.13663188,0.24686499,-0.25431883,0.5222584,0.6044584,0.82759434,-0.5850562,-0.1217737,-0.7933702,-0.71884775,0.31570977,-0.21326844,-0.8336524,-0.53087795,0.85706085,0.022586722,-0.21121874,0.47704688,0.7916329,0.19926868,0.46754467,-0.19763464,-0.6343661,0.84196734,0.6069003,0.6186628,0.46147558,0.056925572,-0.7503331,0.8567366,-0.5784914,0.20207988,-0.045927323,0.13410044,-0.37776136,0.21005446,0.23828608,0.86948115,-0.238312,-0.029009879,0.4802577,-0.6184441,-0.378537,0.45852003,-0.05460037,0.6525487,-0.086150005,0.83336973,0.7019,0.71513563,0.69148105,-0.79197717,-0.2964074,0.35597444,-0.2181182,-0.015787244,-0.58188975,-0.56309634,-0.03002497,-0.29783186,0.17754921,-0.08583355,1.0628518,0.02789562,0.43134725,-0.48136893,-0.9125509
Duke B cancer,-1.783096,-1.1461198,-0.27477995,2.7896442,-0.5637338,-1.1898422,-1.8157789,1.4819788,0.93848836,0.1275771,-1.1124604,-0.04648899,-2.5916045,-1.5196236,1.7050971,0.42980483,-1.9235212,0.38587868,0.80755234,-1.60001,0.39690813,1.3819597,1.0852398,1.883751,1.0188825,-2.0610616,0.4026922,0.04415073,-1.7882023,0.3286477,-2.4129255,0.052160703,-2.223824,-2.0592542,1.3243794,2.650882,-1.3354564,1.3480273,0.090534374,0.62963283,0.27428457,1.2139144,-1.7087121,-1.3830417,0.9487157,-1.0976956,0.8396089,-0.6129579,-1.6259071,-1.1511081,-0.68397737,-0.2173009,-1.8709805,1.309986,2.759923,1.8581896,-3.0346725,0.77541107,1.8948733,-1.2842692,1.3276693,0.37926185,0.70176756,-0.71882004,1.4985914,1.7317661,2.3855982,-1.6837281,-0.3395109,-2.2821884,-2.064126,0.89455265,-0.6050492,-2.3994038,-1.5215199,2.466922,0.049599282,-0.59305096,1.395441,2.2742739,0.59473425,1.3393221,-0.56062305,-1.816611,2.421614,1.7425752,1.779137,1.3288314,0.18195727,-2.1627,2.4724638,-1.6624196,0.60756457,-0.14785947,0.40953225,-1.0816302,0.5911677,0.67660314,2.5120668,-0.67008543,-0.06967299,1.3755914,-1.7683568,-1.0994654,1.3178517,-0.1744216,1.8768725,-0.23962379,2.4069948,2.0337145,2.0575519,1.9888301,-2.2797806,-0.84370166,1.0123665,-0.6125856,-0.033957228,-1.6622682,-1.6115737,-0.104690835,-0.8498869,0.52889585,-0.2594134,3.067175,0.09684046,1.2251574,-1.3766761,-2.6242595
colorectal adenocarcinoma cancer,-0.50343025,-0.3289683,-0.082352825,0.78913957,-0.16291557,-0.34324825,-0.5171849,0.42199665,0.2703513,0.028325437,-0.32003632,-0.017198298,-0.73257935,-0.43318585,0.485565,0.113890514,-0.54610735,0.113440156,0.2255361,-0.45770234,0.104078025,0.3925301,0.31109303,0.5329795,0.29322925,-0.5858635,0.11986774,0.016213292,-0.4956814,0.087405,-0.6867925,0.023379974,-0.6286433,-0.58448946,0.37865725,0.7493616,-0.38271144,0.37491423,0.020685442,0.18289809,0.06940898,0.34599626,-0.47933945,-0.39321524,0.27189866,-0.31447676,0.24116363,-0.16565128,-0.46066448,-0.3295359,-0.19910061,-0.05728223,-0.53368795,0.3752345,0.7798252,0.527874,-0.8535094,0.21403034,0.5396285,-0.3664451,0.37989604,0.1128327,0.20224096,-0.20875886,0.42649147,0.49389088,0.67477095,-0.47728184,-0.10041122,-0.64733964,-0.58689296,0.25893822,-0.17483468,-0.6800755,-0.43371066,0.6991583,0.019935507,-0.1737676,0.38697365,0.6462096,0.160479,0.38203382,-0.1620231,-0.51841253,0.68703115,0.495505,0.5048331,0.37638846,0.04466108,-0.6117883,0.69824857,-0.4721692,0.16230087,-0.03593275,0.10707873,-0.30871433,0.17267296,0.19528934,0.70835483,-0.19596612,-0.025017235,0.39243764,-0.505666,-0.30783638,0.37422252,-0.042847794,0.53245443,-0.07108628,0.67900753,0.5712447,0.5834554,0.56422746,-0.6460437,-0.24272153,0.29159433,-0.17942804,-0.013997331,-0.47592208,-0.4602526,-0.022699466,-0.24367762,0.14309204,-0.06881813,0.8662526,0.0211336,0.35348672,-0.39355218,-0.744664
cholangiocellular carcinoma cancer,-0.73478526,-0.4851605,-0.1151149,1.1663672,-0.23322122,-0.50427216,-0.7654001,0.6206895,0.3963124,0.043527074,-0.4699959,-0.017574642,-1.0803007,-0.6383301,0.7174788,0.17187755,-0.8056476,0.16130951,0.3515542,-0.6799392,0.15657233,0.5740283,0.4567666,0.7814891,0.43205896,-0.86645144,0.17393881,0.014325083,-0.7383343,0.13809589,-1.0172788,0.034805514,-0.9237793,-0.8631778,0.55442226,1.1045716,-0.56432533,0.56835026,0.039193336,0.26615065,0.10402886,0.50611126,-0.7018716,-0.57492405,0.3962322,-0.4618929,0.35122988,-0.24963959,-0.6733842,-0.4837941,-0.29186907,-0.08773461,-0.79275054,0.5545854,1.1505078,0.7788427,-1.2514533,0.32893696,0.7992923,-0.5379288,0.5599523,0.16270304,0.29326987,-0.30579033,0.6269505,0.7315978,0.99368215,-0.69748193,-0.14152457,-0.95681024,-0.8642681,0.38237795,-0.2517768,-1.005579,-0.63945144,1.0342543,0.024339655,-0.2540407,0.5833132,0.95540786,0.24231161,0.5611602,-0.2318798,-0.7690932,1.0178142,0.72993475,0.7424353,0.54737294,0.07011984,-0.8962474,1.0270386,-0.6937785,0.24129617,-0.059660263,0.1598951,-0.44901502,0.25188714,0.283212,1.039755,-0.28919226,-0.030460598,0.5775382,-0.752846,-0.4662777,0.54564315,-0.06779704,0.7822134,-0.0954095,0.9961217,0.8297555,0.8557421,0.83152306,-0.95372945,-0.35339826,0.42962435,-0.2622436,-0.01223623,-0.70150614,-0.67543834,-0.03698703,-0.35413182,0.21954413,-0.11246997,1.2790506,0.03573885,0.5187889,-0.57912797,-1.1049052
diffuse large B-cell lymphoma cancer,-1.124199,-0.72737205,-0.17522013,1.7632694,-0.35684258,-0.7558169,-1.1503155,0.937866,0.59568894,0.07582475,-0.7060267,-0.030243643,-1.6371468,-0.9622854,1.0798684,0.2673478,-1.2167807,0.24527249,0.51279366,-1.0155584,0.24602439,0.8731244,0.68798476,1.1892598,0.64705235,-1.3047712,0.25776145,0.028123785,-1.1248099,0.20610645,-1.528501,0.038813643,-1.4040633,-1.3027552,0.83856034,1.6744977,-0.8471065,0.8511148,0.055960365,0.40019765,0.16822219,0.76778346,-1.075776,-0.8740345,0.60068995,-0.6957943,0.5319145,-0.3833785,-1.0264118,-0.72943777,-0.43552363,-0.13526797,-1.1865029,0.83113396,1.7433786,1.1756876,-1.9124509,0.4895313,1.2005255,-0.8129958,0.84172314,0.24248102,0.44473282,-0.45733002,0.9481388,1.0976791,1.5069703,-1.0630244,-0.21589883,-1.4436971,-1.3059394,0.56929433,-0.38333407,-1.5175947,-0.9635566,1.5603709,0.034098983,-0.37822157,0.8795002,1.439503,0.3719228,0.8478485,-0.35486293,-1.1519512,1.5325469,1.1025842,1.1247076,0.8381349,0.11141439,-1.3651026,1.5608234,-1.0510826,0.37794238,-0.091055036,0.25335807,-0.6837902,0.3765263,0.42898992,1.5845951,-0.4277394,-0.04605812,0.87110686,-1.1226707,-0.69548166,0.8321733,-0.106949866,1.1862203,-0.15139008,1.518371,1.2792963,1.2999108,1.2576096,-1.4414885,-0.5347381,0.64306927,-0.39061964,-0.022409614,-1.0540488,-1.0204262,-0.062347867,-0.537954,0.33183154,-0.16345178,1.9374479,0.058076628,0.7781598,-0.8723213,-1.6612928
rhabdomyosarcomas cancer,-0.6267621,-0.40592122,-0.10133091,0.9786299,-0.20200604,-0.4231432,-0.6394763,0.5226519,0.33364403,0.03847608,-0.39498144,-0.021070044,-0.9092715,-0.53603554,0.6006649,0.14415202,-0.67661864,0.13999254,0.2771972,-0.56444603,0.13239548,0.48733187,0.38448584,0.6622478,0.36153865,-0.7250813,0.14649943,0.020385109,-0.6183393,0.109147035,-0.8492291,0.024827478,-0.78094745,-0.7240536,0.4687839,0.93019044,-0.47253925,0.46496978,0.026163973,0.22542341,0.08967051,0.42896238,-0.5977669,-0.488026,0.33670908,-0.38872236,0.29844192,-0.20809712,-0.5725309,-0.40749782,-0.24474381,-0.072380096,-0.6588884,0.46311682,0.96795726,0.6538581,-1.0629578,0.26527604,0.66712254,-0.45372063,0.46938497,0.138148,0.2502316,-0.25689098,0.52840513,0.61023045,0.83760995,-0.59311295,-0.12390592,-0.80194,-0.7270701,0.31838048,-0.21647637,-0.84265625,-0.53661805,0.8662287,0.02299904,-0.2132249,0.48118034,0.7999525,0.20162342,0.47300443,-0.20091021,-0.6401251,0.85054415,0.6137839,0.6261092,0.46844125,0.05775784,-0.7603961,0.8675338,-0.5855151,0.20553537,-0.045975707,0.13662608,-0.3830865,0.21224928,0.2414847,0.88106316,-0.24006034,-0.02988186,0.4856244,-0.6233342,-0.38086626,0.46499345,-0.055281084,0.66059965,-0.088639885,0.84454435,0.7134508,0.72429407,0.6994526,-0.8008749,-0.30021167,0.3594155,-0.22021495,-0.017065879,-0.587894,-0.5697155,-0.03071615,-0.30192065,0.17884651,-0.085227594,1.0752002,0.028234424,0.43585312,-0.4866339,-0.92146254
serous ovarian cancers cancer,-2.0437148,-1.3129646,-0.3138703,3.1978476,-0.64525634,-1.3626614,-2.0809233,1.6982085,1.0748225,0.14765373,-1.2741793,-0.052209273,-2.9707997,-1.7413235,1.954038,0.49418622,-2.2045708,0.4412958,0.92712253,-1.833437,0.45652547,1.5836008,1.2431912,2.159067,1.1670517,-2.3621948,0.46044007,0.04949345,-2.0518873,0.37813136,-2.7653904,0.05833252,-2.5490394,-2.3602085,1.5172261,3.0387223,-1.5299631,1.5470865,0.10505215,0.7207411,0.31588817,1.3908346,-1.9591017,-1.5847703,1.086656,-1.2574971,0.9615835,-0.7042142,-1.863325,-1.3187163,-0.7829829,-0.24996819,-2.1441975,1.5008751,3.1638277,2.1296477,-3.4790764,0.89041036,2.1716137,-1.4714715,1.5211295,0.43360916,0.80353683,-0.82294184,1.7172673,1.9845684,2.7345095,-1.9295416,-0.388103,-2.6158383,-2.3654957,1.0244263,-0.6926256,-2.750296,-1.7435186,2.82772,0.055591427,-0.6786646,1.601527,2.6065903,0.68334097,1.5345865,-0.64169395,-2.0818005,2.7757394,1.9970027,2.039025,1.5227458,0.20995253,-2.4787648,2.8342028,-1.9051496,0.6981728,-0.17082877,0.4710367,-1.2390735,0.6765758,0.77467453,2.8796816,-0.7670202,-0.078639045,1.5761876,-2.0264611,-1.2614545,1.5100739,-0.2012788,2.1510122,-0.27364308,2.759156,2.3312733,2.3580558,2.2794518,-2.613125,-0.9662012,1.1595448,-0.7010271,-0.037752327,-1.9044341,-1.8464049,-0.121362455,-0.9733908,0.60780257,-0.29868758,3.5161645,0.112304606,1.4030688,-1.5772942,-3.0080793
myeloma cancer,-1.1880572,-0.7742243,-0.18336603,1.8742691,-0.37529302,-0.80378634,-1.2247726,0.9958298,0.63274103,0.07880713,-0.75037944,-0.028171193,-1.7382653,-1.0227672,1.1489376,0.28373897,-1.29307,0.25787237,0.5567757,-1.083851,0.26031584,0.9243783,0.7307209,1.2597543,0.68875,-1.3883591,0.2739858,0.024532773,-1.1957558,0.22322828,-1.6278669,0.044719614,-1.4885073,-1.3850137,0.8891916,1.7775973,-0.90137714,0.9122503,0.06366987,0.42427683,0.17670709,0.81339383,-1.1373178,-0.9254081,0.6358797,-0.7390567,0.56312233,-0.40794024,-1.0860336,-0.7745472,-0.46338794,-0.1443466,-1.2656567,0.88521916,1.8513098,1.2495844,-2.0238843,0.5271808,1.2786762,-0.8627824,0.89527285,0.25699875,0.47017583,-0.48624262,1.0064024,1.1694428,1.5992442,-1.1247249,-0.22631131,-1.535266,-1.3870577,0.60713667,-0.40420064,-1.6139246,-1.0243576,1.6597182,0.034890138,-0.40235534,0.93989336,1.5314194,0.39597973,0.89996934,-0.3731681,-1.2282113,1.6314503,1.171258,1.1934829,0.88479346,0.11872309,-1.4454157,1.6551248,-1.1150899,0.3990804,-0.0991492,0.26711088,-0.72276455,0.3999626,0.453658,1.6784111,-0.45679322,-0.046396904,0.9254507,-1.199255,-0.74599165,0.87985057,-0.11435017,1.2581205,-0.15538423,1.607982,1.3480426,1.3776239,1.3356946,-1.5318638,-0.56618166,0.68458307,-0.41547045,-0.019548222,-1.1212242,-1.0829327,-0.066054344,-0.56882006,0.35589832,-0.17956749,2.057973,0.06251421,0.8271972,-0.9270091,-1.7697595
testicular cancer,-1.1775389,-0.7605706,-0.18344793,1.8450692,-0.37377045,-0.79029274,-1.2030743,0.9813299,0.62301135,0.080241345,-0.73837376,-0.031966034,-1.7134516,-1.0066814,1.1295366,0.28042704,-1.2731233,0.25676987,0.53493315,-1.06157,0.25827605,0.91409975,0.71967065,1.2451247,0.67652106,-1.3648459,0.2692506,0.029996362,-1.1777707,0.21544056,-1.5985732,0.03937878,-1.4698675,-1.3629977,0.8774926,1.7525934,-0.88586473,0.889892,0.05827246,0.41856503,0.1770085,0.8036338,-1.126992,-0.91501254,0.6287004,-0.72784823,0.5566684,-0.4017058,-1.074773,-0.7630993,-0.45521402,-0.14178325,-1.2404814,0.86904037,1.8246194,1.2300715,-2.0029995,0.5115633,1.2555231,-0.8506878,0.88034123,0.2534129,0.46548072,-0.4780995,0.9921508,1.1478584,1.577303,-1.1131,-0.22608075,-1.5104247,-1.3664647,0.59491915,-0.40135223,-1.5877656,-1.0079739,1.632476,0.035433345,-0.39524284,0.92010677,1.5058501,0.38968453,0.88713366,-0.3717029,-1.2044351,1.6030966,1.1536511,1.1770877,0.87795794,0.11707228,-1.4293346,1.6339597,-1.1000406,0.39665523,-0.09536446,0.26615483,-0.71594954,0.39360783,0.44895995,1.659237,-0.44673613,-0.04818754,0.9113375,-1.1733763,-0.72691655,0.87142324,-0.11231539,1.2415763,-0.1590417,1.5899181,1.3408568,1.360766,1.3159978,-1.5083308,-0.55958235,0.672326,-0.4082158,-0.023788849,-1.1023675,-1.0676982,-0.06582042,-0.563135,0.34722918,-0.17045872,2.0276701,0.06113892,0.81370723,-0.9125012,-1.7375567
primary papillary thyroid carcinomas cancer,-0.88904953,-0.58085155,-0.13898736,1.4023495,-0.28225946,-0.60367596,-0.9174699,0.746121,0.47513568,0.05640567,-0.56329274,-0.022744277,-1.3005352,-0.7663954,0.86068666,0.20967077,-0.96819353,0.19461367,0.41479036,-0.8124106,0.1920223,0.6924334,0.5481871,0.94289315,0.5169931,-1.0396632,0.2070546,0.020004284,-0.8911588,0.16482076,-1.2192316,0.036202718,-1.1138347,-1.0369439,0.66683507,1.3299946,-0.67606014,0.6798288,0.045655034,0.31917638,0.12953281,0.60967267,-0.8499833,-0.6933301,0.4771664,-0.5543734,0.4227495,-0.30252382,-0.81317097,-0.5809286,-0.34862036,-0.10651803,-0.9482029,0.66382116,1.3849807,0.9357298,-1.5131925,0.39214393,0.9577895,-0.6467252,0.6713073,0.19425441,0.353249,-0.36567417,0.7539839,0.876192,1.1967235,-0.8422255,-0.17105241,-1.1492614,-1.038918,0.45616224,-0.3039181,-1.2079614,-0.7675653,1.242197,0.028235154,-0.30309725,0.7002165,1.1467236,0.29355443,0.67454433,-0.2806667,-0.92027044,1.2211956,0.8772825,0.89364904,0.6625937,0.08645884,-1.0818568,1.2382478,-0.8351252,0.29547393,-0.071990155,0.19697729,-0.5420026,0.30115345,0.3409332,1.2554276,-0.34384665,-0.036720186,0.69360787,-0.8987704,-0.5566062,0.6591253,-0.08327163,0.94205296,-0.11777447,1.2028636,1.0080193,1.0315199,1.0000156,-1.1465747,-0.42517287,0.5139425,-0.31296095,-0.016431082,-0.84082323,-0.81188726,-0.047049902,-0.42692566,0.2638204,-0.13238417,1.5394143,0.0445595,0.6213008,-0.6950347,-1.3246882
