disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Luminal B Her2+ cancer,-0.50123405,-0.32667074,-0.08223719,0.78406,-0.16245615,-0.34095207,-0.5135338,0.41943067,0.26865783,0.028445398,-0.31796756,-0.017668735,-0.7281586,-0.4303978,0.4822619,0.11325603,-0.54263043,0.11311919,0.22233602,-0.45407817,0.10362254,0.39055502,0.30915952,0.53020614,0.29117557,-0.58186233,0.11907127,0.016899947,-0.49251312,0.086241916,-0.6818807,0.022671927,-0.62519205,-0.580682,0.37652767,0.74488825,-0.38008502,0.37139124,0.019943096,0.18186806,0.069313586,0.34416783,-0.47720128,-0.3912247,0.27052855,-0.3125168,0.2399385,-0.16455351,-0.45844734,-0.3275201,-0.19772817,-0.056846388,-0.5295627,0.37253404,0.775083,0.52448386,-0.8493845,0.21164708,0.5357523,-0.36428276,0.3773478,0.11219527,0.20130779,-0.20737374,0.42394954,0.4902941,0.67081803,-0.4749908,-0.10022471,-0.64306223,-0.583267,0.25694495,-0.174185,-0.67557305,-0.43088332,0.694484,0.019986149,-0.17257501,0.38375914,0.64184237,0.15938197,0.37974986,-0.16157281,-0.5144934,0.6822351,0.49241552,0.5018819,0.374882,0.04435816,-0.6086962,0.6943543,-0.46944666,0.16169606,-0.035371043,0.10675703,-0.30732834,0.17157854,0.19436768,0.70469785,-0.19435756,-0.025218997,0.38997194,-0.501499,-0.3048561,0.37251645,-0.042498972,0.5294382,-0.071447715,0.6755433,0.5693584,0.5803137,0.5607517,-0.6419359,-0.24147603,0.2895401,-0.17820787,-0.014531458,-0.47271097,-0.45753205,-0.022615517,-0.24254653,0.1417206,-0.06751797,0.8608993,0.020906392,0.35117453,-0.39103574,-0.7392764
invasive lobular carcinoma cancer,-1.8848809,-1.2317867,-0.2851302,2.9867735,-0.5903373,-1.2766485,-1.9519156,1.583535,1.0042597,0.12876971,-1.1918517,-0.03679575,-2.767879,-1.6273637,1.8300397,0.4570642,-2.0587773,0.40416154,0.90466994,-1.7292821,0.41910595,1.4670542,1.1607788,2.0017004,1.0952667,-2.2123313,0.43236956,0.029411927,-1.9129432,0.3651307,-2.5952299,0.069658354,-2.3671744,-2.2060359,1.4112965,2.830063,-1.4341264,1.4682115,0.11046114,0.67124134,0.28466508,1.2907735,-1.8071572,-1.468506,1.0073636,-1.1742079,0.89178497,-0.65615857,-1.7236046,-1.2304459,-0.73502445,-0.23374967,-2.0196066,1.4096432,2.9484475,1.9895604,-3.2169752,0.8528467,2.0384643,-1.3708317,1.4243335,0.40461317,0.7432552,-0.77116066,1.6000736,1.8642222,2.545155,-1.7847794,-0.3533612,-2.4462001,-2.2068048,0.9659475,-0.63722014,-2.5719929,-1.630219,2.6454055,0.04961533,-0.6373264,1.5099119,2.4400814,0.6373943,1.4302635,-0.5869328,-1.9589169,2.6015806,1.8636874,1.8981333,1.40163,0.19443381,-2.295997,2.6331973,-1.772785,0.63930035,-0.16529776,0.4290298,-1.1444817,0.6331393,0.7170973,2.668493,-0.7261505,-0.06679727,1.4717627,-1.9149718,-1.1998771,1.3949102,-0.18772744,2.0001779,-0.23800492,2.5559404,2.1356318,2.18893,2.1259413,-2.439834,-0.8964506,1.0885653,-0.65804785,-0.022420019,-1.7837632,-1.7203441,-0.10990423,-0.9001974,0.5759611,-0.2970445,3.278621,0.10510628,1.313335,-1.474021,-2.823681
PR negative cancer,-1.4272783,-0.9198764,-0.22104318,2.235176,-0.45203784,-0.95535374,-1.4562384,1.188055,0.7533003,0.09966657,-0.89288914,-0.037781093,-2.0760248,-1.2185359,1.3673116,0.34206423,-1.5417284,0.30996722,0.64810216,-1.2841877,0.31543314,1.1071441,0.87063855,1.5086545,0.81798637,-1.6524676,0.32438698,0.035588253,-1.4298393,0.26237994,-1.9350768,0.044870414,-1.7810483,-1.650571,1.0619639,2.123464,-1.0716145,1.0794532,0.07178596,0.5056998,0.21704043,0.9729531,-1.3669118,-1.1081322,0.76074857,-0.88058543,0.6734234,-0.4889393,-1.3021406,-0.9233229,-0.5497395,-0.17298135,-1.5011212,1.0512594,2.210801,1.4894862,-2.4286034,0.62085336,1.519718,-1.029698,1.0651342,0.30537477,0.5629542,-0.57754564,1.201249,1.3891642,1.9109955,-1.3485081,-0.2727858,-1.8292032,-1.6545551,0.71879476,-0.48532945,-1.9230167,-1.2200891,1.9771616,0.04124119,-0.47698048,1.1166376,1.8232856,0.47436705,1.0738358,-0.449538,-1.4574717,1.9412726,1.396849,1.4256358,1.063862,0.1438542,-1.7319283,1.9800547,-1.3322006,0.48358354,-0.117138274,0.32521936,-0.8667804,0.47521028,0.5428746,2.011144,-0.53911513,-0.056955308,1.103062,-1.4194239,-0.88110346,1.0555654,-0.13797045,1.503819,-0.19205646,1.9270583,1.6263899,1.6483347,1.5938278,-1.8269242,-0.6768293,0.8128374,-0.49266008,-0.027792701,-1.3336719,-1.2922494,-0.08183291,-0.6814266,0.4223883,-0.2074707,2.4569032,0.075896166,0.9836672,-1.1042106,-2.1039693
pancreatic cancer,-1.0314922,-0.6675237,-0.16143513,1.6171477,-0.3279703,-0.6938736,-1.055207,0.8605335,0.54688895,0.06884454,-0.64810514,-0.02849913,-1.5015761,-0.8829078,0.9906418,0.24439391,-1.1161863,0.22564174,0.469034,-0.93159693,0.22484402,0.8012435,0.63146234,1.0910714,0.59389573,-1.1968335,0.23704672,0.026632257,-1.0304831,0.18808642,-1.4020369,0.036251545,-1.2879814,-1.1949892,0.76967996,1.535863,-0.7773657,0.7792741,0.0504493,0.36764288,0.15356527,0.70465994,-0.98669195,-0.802114,0.5515063,-0.63860714,0.4884155,-0.3507337,-0.9418367,-0.66947925,-0.4000044,-0.123558186,-1.0882947,0.76262057,1.5989544,1.0785089,-1.7541568,0.44783282,1.1012201,-0.7460773,0.7723925,0.22304875,0.40848872,-0.42000848,0.86996067,1.0069329,1.3822904,-0.97546214,-0.19873899,-1.3241922,-1.1981292,0.52259225,-0.35223097,-1.391912,-0.88405305,1.4311149,0.032023247,-0.347503,0.8053659,1.3204165,0.34020784,0.77803254,-0.32615525,-1.056677,1.4055651,1.0115509,1.0318354,0.7692259,0.101419106,-1.2524326,1.4316725,-0.9643601,0.34580028,-0.08267888,0.23158914,-0.6277523,0.3459352,0.39405105,1.4535156,-0.39281538,-0.043024503,0.7993174,-1.0297445,-0.6369563,0.7637476,-0.097328804,1.0883083,-0.13965122,1.3928232,1.1737981,1.1926751,1.1536553,-1.3221856,-0.4910441,0.59026015,-0.35889375,-0.021375444,-0.96725124,-0.9364773,-0.056448765,-0.49397063,0.3033676,-0.14893894,1.7768575,0.052521624,0.7144194,-0.80049694,-1.523557
large cell carcinoma cancer,-2.926423,-1.8795415,-0.44591182,4.5831394,-0.9209967,-1.9493796,-2.9813106,2.4318047,1.5374765,0.21518345,-1.8230877,-0.07071814,-4.257149,-2.4937449,2.7991986,0.7123988,-3.1583197,0.6287476,1.335744,-2.6268072,0.6583704,2.2670026,1.7791592,3.0922985,1.6702266,-3.3845642,0.656537,0.06637953,-2.9465466,0.5469768,-3.9624002,0.08032501,-3.6517012,-3.3816433,2.1712258,4.3543158,-2.1903794,2.2243524,0.15524967,1.0297465,0.45638332,1.9906241,-2.8072138,-2.2684877,1.554196,-1.7997593,1.3750336,-1.0138439,-2.6678057,-1.8874042,-1.1192076,-0.36087614,-3.0726,2.1492171,4.534055,3.0508888,-4.9848814,1.2822605,3.111489,-2.106492,2.1778898,0.6179769,1.148356,-1.1764333,2.4590783,2.8432393,3.9179351,-2.76246,-0.55230165,-3.7483299,-3.3880255,1.4658095,-0.989097,-3.9413266,-2.497008,4.052441,0.07572261,-0.96941817,2.301984,3.7347295,0.98402417,2.1970003,-0.9158885,-2.9827816,3.9781547,2.8603075,2.9205225,2.1793206,0.30487713,-3.5499756,4.0608134,-2.7283912,1.0047947,-0.24923754,0.67902505,-1.7724183,0.96648043,1.1069901,4.125698,-1.0966442,-0.108539805,2.256883,-2.9039621,-1.812792,2.161268,-0.29243982,3.0806925,-0.38778928,3.9527276,3.3380492,3.376875,3.265479,-3.7443101,-1.3814527,1.6593834,-1.001368,-0.04968199,-2.726588,-2.6429987,-0.1777359,-1.3918464,0.87623084,-0.43332395,5.0394707,0.16483824,2.00699,-2.2581425,-4.31164
papillary thyroid carcinoma cancer,-1.300674,-0.842087,-0.20127213,2.0428746,-0.41160217,-0.8744744,-1.3326168,1.0857339,0.6890651,0.088856146,-0.8169091,-0.03310555,-1.8963021,-1.114201,1.2507867,0.3111235,-1.4092522,0.2825122,0.5980345,-1.1768514,0.28630015,1.0101999,0.79611236,1.3765696,0.74895304,-1.5115334,0.2974681,0.030316036,-1.305206,0.24106911,-1.7709544,0.044271994,-1.6256627,-1.5090218,0.9701271,1.9394661,-0.9807377,0.9895038,0.06700005,0.4624002,0.19589673,0.8882408,-1.2453797,-1.0111978,0.6944987,-0.805198,0.61489236,-0.4458118,-1.1875976,-0.8441076,-0.50361377,-0.15770048,-1.3750622,0.9625206,2.0194852,1.3616495,-2.214111,0.5701597,1.3909291,-0.94089794,0.9745116,0.2796305,0.51379234,-0.52882344,1.0975763,1.2717193,1.7452046,-1.2299007,-0.24836625,-1.6724819,-1.5121266,0.6589903,-0.4424631,-1.7582104,-1.1157442,1.8078672,0.03795999,-0.4371135,1.0219297,1.6675801,0.43260452,0.9813145,-0.40930432,-1.3348057,1.7758701,1.276711,1.3021699,0.96919376,0.1305007,-1.5799571,1.8074212,-1.2167633,0.43898672,-0.10732634,0.29462206,-0.790515,0.43508992,0.49558282,1.8346076,-0.49492085,-0.05158709,1.0084502,-1.3013273,-0.80831903,0.9625026,-0.12537242,1.3732278,-0.17316125,1.7577987,1.4795698,1.504583,1.4564025,-1.6697398,-0.6181019,0.74431664,-0.45143273,-0.023877025,-1.220311,-1.1808847,-0.07352751,-0.6217593,0.38664013,-0.19193627,2.2445323,0.06873721,0.9002149,-1.0097756,-1.9253906
pancreatic cancer,-0.5362602,-0.34920356,-0.0874643,0.83912206,-0.17338468,-0.364281,-0.5493421,0.44858247,0.2870472,0.03110824,-0.3397889,-0.018373704,-0.77927095,-0.4603067,0.5158671,0.12192022,-0.5805387,0.12054894,0.23867552,-0.48565385,0.111629,0.4176885,0.33046153,0.567263,0.31118774,-0.6225131,0.12687035,0.017528072,-0.5280676,0.09298423,-0.72948956,0.023581974,-0.66898686,-0.62128544,0.40250728,0.79715997,-0.40634698,0.39837083,0.021970544,0.19414477,0.07487366,0.3679866,-0.51085615,-0.41837195,0.2890925,-0.33406904,0.25635546,-0.17685822,-0.49038213,-0.3501201,-0.21110013,-0.061256222,-0.566506,0.39832312,0.8295303,0.56110185,-0.90915656,0.22727667,0.57313514,-0.3895138,0.40346086,0.119521275,0.21499465,-0.22142942,0.45342475,0.5244498,0.7178343,-0.5080538,-0.10672757,-0.6880837,-0.6239037,0.27451026,-0.18594392,-0.7229218,-0.46083656,0.7431749,0.020779237,-0.1841393,0.4116379,0.68669695,0.17133343,0.40607116,-0.1724396,-0.55034095,0.73005086,0.526726,0.53690314,0.40092787,0.048128545,-0.65122664,0.7430746,-0.50215155,0.17385393,-0.038503394,0.11499889,-0.32849532,0.18310322,0.20755948,0.75417215,-0.20748252,-0.026389636,0.41702664,-0.5364318,-0.32682523,0.3983608,-0.046123292,0.56636834,-0.07593985,0.7229333,0.60927236,0.6207754,0.59993637,-0.6868959,-0.25796553,0.30942044,-0.19015251,-0.014972254,-0.50540113,-0.48918357,-0.024849093,-0.2591561,0.15241238,-0.07291556,0.9214343,0.02299674,0.375185,-0.41809905,-0.7911249
plasma cell leukemia cancer,-3.38332,-2.1768842,-0.5132777,5.307679,-1.0626825,-2.2569106,-3.4538403,2.8149264,1.7794421,0.24881363,-2.110439,-0.07792901,-4.928578,-2.8874123,3.2421768,0.82577294,-3.6570604,0.7251093,1.5572824,-3.0450466,0.7626248,2.622001,2.0593348,3.577424,1.9343624,-3.920445,0.7594558,0.071772486,-3.413959,0.63778657,-4.5908675,0.0947089,-4.225699,-3.916168,2.5120466,5.040788,-2.5367386,2.5833542,0.1840699,1.190889,0.52793694,2.302625,-3.2463307,-2.623718,1.7971499,-2.0832438,1.589942,-1.1756145,-3.0852058,-2.1845236,-1.2957028,-0.4190174,-3.561488,2.4898002,5.2494173,3.532774,-5.766035,1.4915551,3.605044,-2.437858,2.522033,0.7142295,1.3271846,-1.361725,2.846245,3.2944,4.53512,-3.194587,-0.63627,-4.341222,-3.9222658,1.6983827,-1.1421497,-4.5648856,-2.8913953,4.6938453,0.085683964,-1.1220734,2.671305,4.3258343,1.1412674,2.5427945,-1.0567485,-3.4568448,4.6088243,3.3114855,3.3802679,2.5185843,0.35431874,-4.1064076,4.699588,-3.1575997,1.1627786,-0.29150745,0.7857829,-2.0487547,1.1182481,1.2794373,4.7732058,-1.2708845,-0.12274718,2.612768,-3.3672726,-2.1055532,2.4987252,-0.3401841,3.5651398,-0.44390523,4.5727997,3.8563209,3.9070141,3.7805593,-4.3357625,-1.5973662,1.9218289,-1.1590011,-0.05326489,-3.1574936,-3.0587187,-0.2066593,-1.608858,1.0184042,-0.5074477,5.835129,0.19247483,2.323308,-2.6143324,-4.9962287
B acute lymphoblastic leukemia cancer,-1.6543345,-1.0633489,-0.25554934,2.587345,-0.523544,-1.1041404,-1.6842427,1.3748674,0.8709245,0.11776841,-1.0322919,-0.04386036,-2.4037945,-1.409742,1.5816482,0.3979622,-1.7842435,0.3585551,0.7476427,-1.4840534,0.36747193,1.2822334,1.0069747,1.747556,0.9453729,-1.9117278,0.37404305,0.041789018,-1.6575664,0.3039164,-2.2380493,0.04886205,-2.0628803,-1.9100823,1.22891,2.4588096,-1.2389835,1.2489785,0.08312508,0.5845197,0.25382653,1.1263775,-1.5849952,-1.2832669,0.8804858,-1.0185117,0.77927226,-0.5677464,-1.5085274,-1.0680704,-0.6348583,-0.2011001,-1.7353024,1.2152594,2.5598624,1.7236551,-2.8149686,0.7180565,1.7575588,-1.1915573,1.2317411,0.35234344,0.6514586,-0.66718507,1.3902868,1.6063104,2.2128315,-1.5622001,-0.3155892,-2.1167881,-1.9148185,0.83004504,-0.5618149,-2.2254558,-1.4114769,2.288046,0.04667683,-0.5505743,1.2930603,2.1094959,0.5508235,1.2426059,-0.52065897,-1.6849521,2.2459657,1.6165128,1.6504488,1.2330754,0.16810042,-2.006383,2.2934215,-1.5422397,0.56285894,-0.13637206,0.3792199,-1.0038215,0.54882884,0.62811404,2.3302329,-0.62189364,-0.06534932,1.2761891,-1.6400806,-1.0188186,1.22285,-0.16110845,1.7411625,-0.22306226,2.232819,1.8869387,1.9088534,1.8448555,-2.1145964,-0.78310114,0.93934333,-0.5687102,-0.03229697,-1.5421791,-1.4952728,-0.09647557,-0.7888346,0.4896423,-0.23964003,2.844752,0.089164786,1.1369486,-1.2772455,-2.4338112
Burkitt's lymphoma cancer,-1.2901917,-0.8422031,-0.19806284,2.0390098,-0.40657896,-0.8739545,-1.3328018,1.082733,0.6877534,0.085834235,-0.8158097,-0.028904133,-1.8904326,-1.1123259,1.2500019,0.30923748,-1.4064355,0.27916467,0.6100122,-1.1801498,0.2835418,1.0042015,0.7943717,1.3689665,0.7491584,-1.5106288,0.29751775,0.024498794,-1.3018434,0.24479097,-1.7716433,0.04904745,-1.6180223,-1.5066544,0.9662341,1.9330934,-0.9804742,0.9956283,0.07116309,0.4607428,0.19226927,0.8837096,-1.2355262,-1.0053083,0.6905411,-0.8034651,0.61149675,-0.4446585,-1.1797044,-0.84198654,-0.5037538,-0.15761486,-1.378031,0.963203,2.0134892,1.3591733,-2.1991467,0.5763627,1.3916209,-0.93784684,0.97375774,0.27881873,0.5102788,-0.52852356,1.0941336,1.272779,1.7389245,-1.221695,-0.24470502,-1.6702842,-1.5083213,0.6606486,-0.43826428,-1.7559333,-1.1141397,1.8058653,0.036945082,-0.43727803,1.0249553,1.6662068,0.43172294,0.978349,-0.4042616,-1.3370367,1.7754991,1.2737174,1.2975436,0.9604162,0.12988865,-1.5705258,1.7993484,-1.2121829,0.4341274,-0.10922162,0.2906424,-0.7846369,0.43452346,0.49236837,1.8241018,-0.49708408,-0.04910297,1.0063182,-1.3061986,-0.81417334,0.9554321,-0.12523045,1.3676081,-0.16683023,1.7474335,1.4628443,1.4971627,1.4525734,-1.6662765,-0.6148088,0.7446288,-0.45151195,-0.019389223,-1.2195324,-1.1771188,-0.07242363,-0.61748266,0.38887683,-0.19777921,2.238492,0.06885595,0.8992835,-1.0080312,-1.9264399
Leptomeningeal metastasis cancer,-0.9509858,-0.6164249,-0.14925459,1.4918618,-0.30267516,-0.6409046,-0.9740022,0.7941061,0.5050436,0.062499717,-0.5984975,-0.026475787,-1.3850474,-0.8148771,0.914337,0.22455129,-1.0299163,0.20845129,0.43318012,-0.8603075,0.2064055,0.739092,0.5829689,1.0062494,0.54852355,-1.1045343,0.21936122,0.02462015,-0.9494968,0.17316881,-1.294117,0.0346689,-1.1878726,-1.1026505,0.7103579,1.4166534,-0.71776897,0.71869516,0.046270307,0.33962896,0.14058742,0.6501746,-0.90935904,-0.73994315,0.5089984,-0.58954656,0.45083448,-0.32270697,-0.86860406,-0.6180017,-0.36968696,-0.11354698,-1.0047963,0.70419335,1.4748474,0.99519926,-1.6170671,0.4130066,1.0164962,-0.68853873,0.7130855,0.20634945,0.37708884,-0.38809606,0.8027559,0.9295648,1.275011,-0.8996383,-0.18361929,-1.2218508,-1.1055714,0.4829168,-0.32513446,-1.2842821,-0.8159489,1.3204691,0.030121839,-0.3212888,0.74243456,1.2185354,0.3130098,0.71802914,-0.30099747,-0.9755902,1.297069,0.9334233,0.9519311,0.7092617,0.0928046,-1.1550105,1.3203474,-0.8897151,0.31773287,-0.07576506,0.21249326,-0.57914746,0.31973734,0.36380365,1.340235,-0.36326274,-0.040118538,0.7377347,-0.95099854,-0.587715,0.70441246,-0.08909353,1.0039736,-0.12882309,1.2842851,1.0815754,1.1001482,1.0643876,-1.2198554,-0.45330903,0.5451977,-0.33180797,-0.019922893,-0.8930223,-0.8643034,-0.051270768,-0.4558643,0.27934182,-0.13728507,1.6389383,0.047792383,0.6598633,-0.73893344,-1.406056
Luminal A cancer,-0.79503703,-0.52106917,-0.12479042,1.2558414,-0.2527486,-0.5417161,-0.82246566,0.66845727,0.42620328,0.04903266,-0.5052749,-0.020446397,-1.1643047,-0.68683726,0.7714311,0.18648748,-0.8673119,0.1745576,0.3726486,-0.72895545,0.17049542,0.6198212,0.49148297,0.8437845,0.46390873,-0.9316978,0.18636379,0.017745975,-0.7964681,0.14730754,-1.0929654,0.034272723,-0.9968428,-0.92895645,0.5974987,1.1906357,-0.60634345,0.60885715,0.040697906,0.28643027,0.11440952,0.54600525,-0.75967383,-0.6206932,0.42750183,-0.4970055,0.37883955,-0.2697544,-0.72762555,-0.5207404,-0.31314984,-0.09480713,-0.8504699,0.59545565,1.239887,0.83830667,-1.3530582,0.35129923,0.85865897,-0.57946056,0.6019361,0.17473134,0.3165717,-0.32834473,0.6754173,0.78566235,1.0713202,-0.75365436,-0.15342401,-1.0295675,-0.9306964,0.40971866,-0.27228713,-1.0820842,-0.6879173,1.1127858,0.026027258,-0.27242634,0.6265436,1.0275563,0.26174995,0.6043957,-0.25131756,-0.8253702,1.0942719,0.78593117,0.8002447,0.5925853,0.07639129,-0.96803725,1.1081412,-0.7478725,0.26271755,-0.06387078,0.17470175,-0.48523605,0.27051345,0.3055998,1.1230726,-0.3092377,-0.033361465,0.6215976,-0.8065657,-0.49890214,0.58982486,-0.073639706,0.843482,-0.105210334,1.0760543,0.9004026,0.92339474,0.8956443,-1.0269153,-0.38108122,0.46121895,-0.28127193,-0.014805523,-0.7539957,-0.72751254,-0.041010313,-0.382415,0.23567574,-0.11865453,1.378162,0.039024904,0.5574912,-0.62304074,-1.1872073
tonsil cancer,-0.42151853,-0.2754407,-0.0703285,0.65884054,-0.13757111,-0.28790703,-0.43212056,0.35312796,0.22683746,0.022368405,-0.26834607,-0.016034016,-0.61190397,-0.36238244,0.40585104,0.09354278,-0.45642012,0.09620153,0.18527722,-0.38231266,0.08539848,0.32881862,0.26071462,0.44589543,0.24567702,-0.48943025,0.101339735,0.0154275615,-0.41165066,0.07094085,-0.5736425,0.020638876,-0.52556217,-0.48834735,0.31743023,0.62599427,-0.32037327,0.31009647,0.015365035,0.15394342,0.05664444,0.2899782,-0.4006081,-0.32945818,0.22829087,-0.2635026,0.2025866,-0.13656864,-0.38578093,-0.2761201,-0.16732603,-0.04681967,-0.4455901,0.31390512,0.6512449,0.44120973,-0.71337205,0.17615871,0.45076352,-0.30689377,0.3179714,0.09553264,0.17016259,-0.1754142,0.3569082,0.4126451,0.5638731,-0.3997563,-0.085411966,-0.5406848,-0.49084654,0.21702082,-0.14741768,-0.56790334,-0.36276928,0.58376515,0.018175159,-0.14628352,0.3203968,0.5398507,0.13220242,0.319883,-0.13682762,-0.4330067,0.5735179,0.41438466,0.42222214,0.3155973,0.03578086,-0.5119269,0.5835216,-0.39505342,0.13401707,-0.028263828,0.08798815,-0.2591589,0.14537185,0.1643498,0.59213316,-0.16453291,-0.022538722,0.32844368,-0.42211145,-0.25495115,0.31370264,-0.034257896,0.44543046,-0.061186176,0.56771904,0.47848344,0.48826325,0.4716319,-0.5396887,-0.2039604,0.24434233,-0.15105082,-0.01349541,-0.39838028,-0.38554025,-0.01752845,-0.20475037,0.11742864,-0.05529003,0.72322077,0.016154818,0.29657713,-0.32949084,-0.62140065
meningioma cancer,-1.2982118,-0.8338333,-0.20250405,2.0267396,-0.41253734,-0.86655176,-1.3195014,1.0781204,0.68369716,0.090831414,-0.8100958,-0.036935747,-1.8835415,-1.1052182,1.2394103,0.30982712,-1.3982961,0.28308237,0.580486,-1.1622374,0.28609022,1.0062299,0.7901092,1.3705734,0.7415236,-1.497729,0.29460198,0.035744876,-1.2956283,0.23501502,-1.7530857,0.039300617,-1.6172702,-1.4966561,0.96452713,1.9267784,-0.9715066,0.97380257,0.06222026,0.4595765,0.19741437,0.8840424,-1.2428019,-1.0071177,0.6916408,-0.7990969,0.61226225,-0.4424868,-1.1837347,-0.83800596,-0.4986464,-0.15618931,-1.3588301,0.95254207,2.0056472,1.350829,-2.2070663,0.558483,1.3767514,-0.9347486,0.96581036,0.27777338,0.5122643,-0.5240367,1.0902752,1.2583493,1.7343241,-1.2259337,-0.24957645,-1.6583533,-1.5011455,0.65103155,-0.4422974,-1.7433202,-1.1064838,1.7922227,0.038660467,-0.43277633,1.0089159,1.6527107,0.4291447,0.9746886,-0.4102818,-1.319688,1.7589574,1.2672255,1.2940171,0.9683168,0.12973356,-1.5737618,1.7976679,-1.2093999,0.4393197,-0.10435214,0.29551312,-0.78858244,0.4314777,0.49394146,1.8269488,-0.4880764,-0.053578272,1.0007496,-1.283969,-0.7946922,0.9600402,-0.124201685,1.3653501,-0.17769258,1.7507561,1.481412,1.4971799,1.445969,-1.6568652,-0.6153472,0.7368313,-0.44704175,-0.028081415,-1.2092582,-1.1731118,-0.07379274,-0.6199175,0.38060412,-0.18430625,2.2285368,0.067866795,0.8924451,-1.0016952,-1.9056389
breast cancer,-0.6835937,-0.44649553,-0.10885001,1.0753512,-0.21871327,-0.46477628,-0.70395523,0.5733007,0.3659337,0.041494757,-0.43356496,-0.019879164,-0.99772006,-0.5887041,0.66061556,0.15862373,-0.7431167,0.15139024,0.31357706,-0.62313724,0.14517403,0.5325989,0.42176077,0.7244152,0.39763373,-0.79762816,0.16054831,0.01811118,-0.6802872,0.12344502,-0.9352153,0.029257212,-0.85520506,-0.7956587,0.51320845,1.0204282,-0.5195949,0.5170527,0.032244176,0.24652267,0.09754333,0.46912906,-0.6525019,-0.5333807,0.36776507,-0.42645177,0.32596755,-0.22954202,-0.62531996,-0.4468838,-0.2688641,-0.0802577,-0.72703624,0.50987494,1.062326,0.7182357,-1.1616522,0.29700127,0.7347287,-0.4972924,0.51588637,0.1508424,0.2727797,-0.28198272,0.57937694,0.6722504,0.9184553,-0.6477479,-0.13345385,-0.8815871,-0.7978937,0.35092685,-0.23515859,-0.9264396,-0.5895242,0.9525868,0.023830663,-0.2341098,0.5330665,0.8797815,0.222592,0.518586,-0.21749455,-0.70587146,0.93628246,0.6737102,0.6863586,0.5101274,0.06417775,-0.8313329,0.95039326,-0.64162755,0.2245476,-0.052715257,0.14911397,-0.41769797,0.23263495,0.26331863,0.9638538,-0.2649198,-0.030532895,0.533012,-0.6889819,-0.4237834,0.50731605,-0.061712947,0.723699,-0.093011424,0.9236704,0.7754161,0.79268855,0.7676526,-0.8796701,-0.3279271,0.39533588,-0.2417331,-0.01523241,-0.6462034,-0.6244101,-0.03408601,-0.32927662,0.19937484,-0.098348655,1.1804862,0.03206169,0.47847039,-0.53426373,-1.0152824
chordoma,-1.1807475,-0.7588364,-0.18483773,1.8431292,-0.37574217,-0.7888518,-1.2003188,0.98083156,0.62237495,0.08171704,-0.73736596,-0.034240283,-1.7129134,-1.005503,1.1274813,0.28082934,-1.2718736,0.25807303,0.5270898,-1.0574034,0.25920984,0.9154103,0.7190558,1.2465886,0.6749247,-1.3623341,0.26864472,0.033170924,-1.1769974,0.21288002,-1.5946643,0.036667023,-1.470853,-1.3613001,0.87772316,1.7522486,-0.88406473,0.8845013,0.055816814,0.41857305,0.17860499,0.8043782,-1.1299543,-0.91626215,0.6295165,-0.72721094,0.55733216,-0.4014323,-1.0767765,-0.7625987,-0.45414546,-0.14150351,-1.2361006,0.8667525,1.8239051,1.2287296,-2.0068557,0.5069705,1.2523695,-0.8505072,0.87882364,0.25331917,0.46641222,-0.47722402,0.9918728,1.1447405,1.5772952,-1.1151937,-0.22762623,-1.5083053,-1.3655605,0.592699,-0.40280578,-1.5855193,-1.0066427,1.6299762,0.035936188,-0.39429507,0.9163658,1.5032865,0.38928697,0.8868249,-0.3736904,-1.2005435,1.5997593,1.1527662,1.1770548,0.88088804,0.117132254,-1.431405,1.6348186,-1.1001529,0.39844537,-0.094083235,0.26774743,-0.7176355,0.39306784,0.44976163,1.6613884,-0.44456625,-0.049476266,0.9105132,-1.1680903,-0.72204727,0.873423,-0.11212611,1.2419515,-0.16221397,1.5921468,1.3471608,1.3618766,1.3152145,-1.5069176,-0.5601843,0.67067987,-0.40728712,-0.026241262,-1.1003758,-1.0674386,-0.066265814,-0.5642728,0.34519848,-0.1668232,2.026529,0.060918428,0.8124428,-0.91146284,-1.7331328
